"class","cap.diameter","cap.shape","cap.surface","cap.color","does.bruise.or.bleed","gill.attachment","gill.spacing","gill.color","stem.height","stem.width","stem.root","stem.surface","stem.color","veil.type","veil.color","has.ring","ring.type","spore.print.color","habitat","season"
"e",9.36,"f","","n","f","s","c","p",7.3,21.37,"b","","u","","","f","f","","d","a"
"e",2.75,"s","y","n","f","a","d","p",6.55,2.97,"","i","n","","","f","f","","h","u"
"p",10.53,"x","i","n","f","a","","n",10.35,15.39,"s","","n","","e","f","f","","h","a"
"p",1.49,"f","i","k","f","a","","w",3.68,2.32,"","","w","","","f","f","p","g","a"
"e",18.24,"x","s","k","f","a","d","k",6.77,24.45,"","","w","","","f","f","w","d","a"
"p",1.14,"x","g","w","f","a","d","w",3.37,1.56,"","","e","","","f","f","","d","a"
"e",7.14,"x","y","n","f","e","c","p",6.56,11.6,"","y","n","","","f","f","","d","u"
"p",6.49,"s","d","y","f","d","c","y",3.66,6.41,"","","o","","","f","f","","h","a"
"p",14.18,"x","h","n","t","p","","o",10.14,35.09,"c","","y","","","f","f","","d","u"
"p",1.25,"o","k","n","f","","","n",3.69,1.55,"","","n","","","f","f","","d","a"
"p",7.75,"o","e","y","f","","c","o",1.44,14.41,"","","y","","","f","f","","d","w"
"e",1.46,"x","w","g","f","","d","k",4.89,2.5,"","","w","","","f","f","","g","u"
"p",3.62,"o","","w","f","f","f","f",5.59,33.35,"","g","w","","","t","f","","p","u"
"e",10.13,"f","","l","f","s","c","b",8.71,21.15,"","","u","","","f","f","","d","a"
"p",8.26,"s","d","n","t","d","c","w",6.72,9.25,"","","e","","","f","f","","d","a"
"e",1.73,"c","g","n","f","a","","w",5.14,1.5,"","","g","","","f","f","","l","u"
"e",6.09,"x","t","n","f","a","d","n",5.93,5.49,"","t","w","","","t","l","","d","a"
"e",14.7,"x","s","w","t","e","","g",8.15,17.24,"s","","w","","","t","l","","m","a"
"p",6.57,"x","w","p","f","s","c","p",4.03,9.34,"","","p","","","f","f","","d","a"
"p",4.27,"x","t","o","f","a","c","n",4.23,5.84,"","y","n","","","t","z","","d","w"
"e",20.7,"x","d","e","f","p","","w",14.35,36.03,"s","y","w","","","f","f","","d","u"
"e",10.1,"s","l","w","f","d","","p",3.66,10.89,"","","w","","","f","f","","d","u"
"e",5.23,"x","y","g","f","s","","y",5.51,8.05,"","","w","","","f","f","","d","a"
"e",9.4,"x","t","n","f","p","d","y",7.35,12.59,"","s","n","","","f","f","","d","u"
"p",3.62,"x","t","n","f","s","c","p",5.69,8.42,"","","w","","n","t","z","","d","u"
"p",6.89,"x","y","w","t","","","w",8.89,14.28,"s","","w","","","t","l","","d","u"
"p",0.7,"x","","o","f","d","","o",5.05,1.08,"","","o","","","f","f","w","g","u"
"e",11.43,"x","t","w","f","a","d","k",4.82,17.76,"","","w","","","f","f","w","d","w"
"e",8.71,"x","h","n","f","p","d","y",6.15,11.3,"","s","n","","","f","f","","d","u"
"p",2.66,"s","d","w","f","a","d","w",3.85,2.48,"","h","w","","","f","f","","g","u"
"p",4.59,"b","y","r","f","s","c","g",5.89,7.93,"","y","l","","","t","e","k","m","u"
"p",6.1,"f","w","p","f","s","c","p",4.09,9.19,"","","p","","","f","f","","d","w"
"e",13.31,"x","e","n","f","a","c","w",8.67,25.72,"s","","w","","","f","f","","l","w"
"p",10.02,"o","","e","f","f","f","f",3.08,25.13,"","g","n","","","f","f","","d","s"
"p",3.38,"x","t","n","f","s","c","p",5.65,10.24,"","","w","","n","t","z","","d","a"
"e",7.72,"x","","n","t","p","","g",12.35,25.46,"","y","w","","","f","f","","d","a"
"e",8.07,"p","","g","f","a","","w",7.46,14.72,"","","g","","","f","f","","d","u"
"p",3.13,"s","s","g","f","d","c","w",3.47,8.29,"","","w","","","f","f","","g","a"
"e",7.78,"x","","n","f","x","c","w",6.32,16.89,"","s","w","","","f","f","","d","u"
"e",4.18,"f","h","n","f","","c","k",6.49,7.04,"","s","w","","w","f","f","k","d","a"
"p",9.72,"x","e","y","f","a","","o",14.29,26.3,"r","","y","","","t","r","n","d","w"
"e",6.94,"x","l","w","f","d","","p",3.37,8.44,"","","w","","","f","f","","g","a"
"e",8.94,"f","e","b","f","","c","b",4.49,19.79,"","","w","","","t","f","","d","a"
"p",4.07,"b","y","r","f","s","c","u",6.12,7.23,"","y","n","","","t","e","u","m","a"
"e",15.46,"s","s","n","f","a","d","k",6.12,23.28,"","","w","","","f","f","w","d","w"
"p",4.41,"x","t","n","f","s","c","p",6.03,9.34,"","","w","","n","t","z","","d","u"
"p",3.96,"x","k","n","f","s","","p",4.05,2.92,"","","n","","","f","f","p","g","u"
"e",1.06,"b","g","g","f","","","g",2.76,1.36,"","","w","","","f","f","","d","s"
"e",7.08,"f","","p","f","x","c","w",7.22,18.52,"","s","w","","","f","f","","d","a"
"p",1.05,"x","g","w","f","a","d","w",3.1,1.36,"","","n","","","f","f","","d","a"
"p",2.44,"x","g","e","f","a","","w",4.23,2.2,"","","w","","","f","f","","d","a"
"e",54.84,"o","y","y","f","p","","y",9.28,51.44,"","k","n","","","f","f","","d","u"
"e",15.99,"p","y","n","f","","","w",23.52,20.45,"s","","n","","","t","m","","m","a"
"e",4.89,"p","","g","f","f","f","f",4.8,19.35,"","","n","","","f","f","","d","s"
"e",2.96,"f","d","u","t","d","c","p",4.11,5.72,"","","g","","","f","f","","d","u"
"e",4.2,"x","","y","f","a","c","y",5.5,9.85,"","","w","","","f","f","","d","a"
"e",7.31,"x","h","y","t","x","c","y",6.15,15.52,"","","w","","","f","f","","d","u"
"p",4.71,"x","","w","f","","c","r",2.76,12.09,"","","y","","","f","f","","d","a"
"p",3.86,"s","","u","f","a","","w",5.03,8.51,"","","w","","","f","f","","d","u"
"p",11.01,"x","e","n","t","p","","o",6.4,22.08,"","","u","","","f","f","","d","a"
"e",8.42,"x","d","e","t","p","","y",6.06,12.12,"","","e","","","f","f","","d","a"
"e",19.3,"p","y","w","f","","","w",31.97,20.49,"s","","n","","","t","m","","m","u"
"p",2.37,"c","","u","f","a","c","w",3.4,3.42,"","i","u","","","f","f","","d","u"
"e",6.2,"f","s","n","f","s","c","w",4.84,9.34,"b","i","w","","","f","f","","g","u"
"p",4.52,"x","h","o","f","a","c","n",5.3,6.62,"","y","n","","","t","z","","d","a"
"p",0.86,"x","g","w","f","a","d","w",3.06,1.4,"","","n","","","f","f","","d","u"
"p",13.49,"x","g","e","f","e","","w",17.94,17.49,"s","y","w","u","w","t","g","","d","a"
"p",3.97,"f","d","b","f","x","c","y",4.15,3.07,"b","s","n","","","f","f","","d","a"
"p",1.47,"x","g","y","f","d","d","n",1.61,2.49,"","s","n","","","f","f","","d","a"
"e",10.01,"x","s","n","f","e","c","p",8.46,11.31,"","i","n","","","f","f","p","d","u"
"e",3.39,"x","","y","f","a","c","y",3.98,8.6,"","","w","","","f","f","","d","u"
"e",5.88,"s","w","y","f","f","f","f",5.61,13.94,"","","y","","","f","f","","d","a"
"p",5.59,"x","d","n","f","a","c","y",5.34,6.58,"","i","y","","","t","","","d","a"
"e",8.34,"x","t","y","t","x","c","y",8.18,16.67,"","","w","","","f","f","","d","a"
"p",4.39,"x","h","o","f","a","c","y",5.93,7.26,"","g","o","","","f","f","","g","u"
"p",2.12,"c","","w","f","a","c","w",3.71,3.48,"","i","w","","","f","f","","d","u"
"p",9.65,"x","e","y","t","p","","o",6.17,24.74,"","","u","","","f","f","","d","u"
"e",7.59,"x","","y","f","a","c","w",6.96,14.45,"","","w","","","f","f","","d","w"
"e",8.38,"s","l","w","f","d","","w",3.53,8.5,"","","w","","","f","f","","g","a"
"p",5.89,"f","k","n","f","d","c","y",5.48,6.55,"","i","y","","","t","","","d","a"
"p",2.74,"b","h","n","f","","","k",11.19,5.56,"","","w","","","t","","k","g","w"
"p",2.41,"x","g","n","f","a","","w",7.01,2.58,"","","n","","","f","f","","d","a"
"p",8.21,"f","","n","f","x","c","w",9.31,11.38,"r","i","w","","","f","f","","d","a"
"p",4.21,"f","d","n","f","x","c","w",4.51,3.06,"b","s","n","","","f","f","","d","a"
"e",21.39,"x","t","n","f","p","","y",18.7,82.18,"","","n","","","f","f","","d","u"
"e",6.19,"x","","e","f","x","c","w",6.23,16.1,"","s","w","","","f","f","","d","u"
"e",3.18,"f","s","w","f","d","d","w",3.02,5.89,"","","w","","","f","f","","g","w"
"e",10.18,"f","","n","t","","","w",12.76,17.93,"b","","w","u","w","t","g","","d","u"
"e",3.38,"f","s","w","f","d","d","w",2.34,4.69,"","","w","","","f","f","","g","a"
"e",1.12,"x","g","e","t","a","","w",5.11,0.84,"","","n","","","f","f","","h","u"
"p",2.96,"b","y","n","f","","c","g",4.77,4.44,"s","s","w","","","f","f","","d","a"
"e",6.07,"x","h","n","f","e","","w",10.61,11.05,"","s","n","u","w","f","f","","d","u"
"e",8.58,"s","","n","f","s","c","g",6.94,20.8,"b","","u","","","f","f","","g","w"
"e",6.2,"f","s","n","f","s","c","w",6.32,9.59,"b","i","n","","","f","f","","d","a"
"p",2.86,"x","g","e","f","a","","p",8.56,2.87,"","","w","","","f","f","","d","a"
"p",8.41,"x","","g","t","x","","n",9.62,19.94,"s","","u","","u","f","f","","d","a"
"p",4.35,"s","d","y","f","d","c","y",2.81,6.29,"","","y","","","f","f","","h","u"
"e",1.54,"c","g","n","f","a","","g",5.31,1.62,"","","g","","","f","f","","d","a"
"p",9.77,"s","t","p","t","d","c","p",8.52,20.24,"","","p","","","t","f","","d","a"
"e",18.6,"p","y","w","f","","","w",28.45,20.42,"s","","n","","","t","m","","d","a"
"p",7.15,"f","w","p","f","s","c","p",4.67,9.76,"","","p","","","f","f","","d","w"
"p",8.41,"x","y","w","t","","","w",8.34,16.23,"s","","w","","","t","l","","g","u"
"p",2.39,"p","t","n","f","a","c","g",7.89,2.75,"","t","y","","","t","e","","m","s"
"e",3,"s","","y","f","f","f","f",5.86,6.52,"","","y","","","f","f","","d","a"
"e",3.93,"s","d","u","t","d","c","p",4.31,6.1,"","","g","","","f","f","","d","u"
"e",1.25,"x","w","n","f","","d","g",4.48,2.31,"","","w","","","f","f","","d","w"
"p",7.18,"x","w","p","f","s","c","p",4.23,10.55,"","","p","","","f","f","","d","w"
"p",8.89,"x","e","n","f","a","","n",9.65,13.39,"s","","n","","n","f","f","","h","a"
"p",4.08,"x","i","e","f","","","e",5.11,6.06,"","","e","","","f","f","n","d","a"
"p",0.53,"x","","o","f","d","","o",4.89,0.97,"","","o","","","f","f","w","g","a"
"p",10.34,"o","","e","f","f","f","f",3.83,25.01,"","g","n","","","f","f","","d","u"
"p",5.59,"f","","y","f","s","d","y",5.08,12.62,"","i","y","","","f","f","","d","a"
"e",8.11,"f","w","y","f","f","f","f",5.14,14.14,"","","y","","","f","f","","d","u"
"e",7.42,"s","l","w","f","d","","w",3.37,8.74,"","","w","","","f","f","","g","a"
"p",2.58,"x","g","n","f","a","","p",8.52,2.68,"","","w","","","f","f","","d","a"
"e",4.91,"x","s","o","f","p","","n",6.65,12.89,"","","e","","","f","f","","d","a"
"p",5.37,"c","i","y","f","","c","n",6.86,8.97,"","","w","","","f","f","","d","u"
"p",4.5,"s","d","y","f","d","c","o",2.66,6.05,"","","o","","","f","f","","h","a"
"e",5.41,"s","","n","f","d","c","w",5.24,7.72,"","s","w","","","f","f","","h","u"
"e",9.5,"x","i","n","t","e","","p",8.66,16.54,"","y","w","","","t","p","","d","a"
"e",9.96,"f","e","b","f","","c","b",4.81,21.62,"","","w","","","t","f","","d","a"
"p",6.74,"x","y","n","f","a","c","y",8.16,8.32,"","y","n","","","t","","","d","u"
"e",10.04,"x","s","n","t","p","","y",7.56,17.49,"","","n","","w","t","p","","d","u"
"e",9.31,"f","y","e","f","","","w",6.71,25.24,"b","","n","","w","t","e","","d","w"
"p",9.25,"x","","n","f","p","","p",8.95,26.98,"c","","n","","","f","f","w","d","a"
"p",3.55,"b","y","p","f","e","c","n",4.33,3.37,"","k","w","","","t","e","","d","u"
"e",3.41,"f","s","w","f","d","d","w",3.57,6.11,"","","w","","","f","f","","g","a"
"p",4.78,"s","","e","t","d","c","p",6.54,6.77,"","","e","","","f","f","","d","a"
"e",3.8,"x","h","n","f","","c","k",6.59,6.67,"","s","w","","w","f","f","k","d","a"
"e",10.47,"f","","u","f","s","c","b",6.61,18.78,"","","b","","","f","f","","l","w"
"p",3.2,"x","s","w","f","d","c","w",2.98,7.89,"","","w","","","f","f","","g","a"
"e",8.59,"x","t","n","f","p","d","y",7.19,12.51,"","s","n","","","f","f","","h","a"
"p",0.77,"x","g","e","f","a","","p",3.77,1.03,"","s","k","","","f","f","","d","s"
"e",6.8,"x","t","n","f","p","d","y",7.81,13.1,"","s","n","","","f","f","","g","u"
"e",9.33,"s","","w","t","d","c","y",5.23,24.56,"","","w","","","f","f","","d","u"
"p",0.81,"x","","o","f","d","","o",5.12,1.12,"","","y","","","f","f","w","g","a"
"p",12.88,"x","t","n","f","a","d","w",10.71,27.39,"","","w","","","f","f","","d","u"
"e",5.25,"f","s","n","f","s","c","w",5.41,8.99,"b","i","n","","","f","f","","d","a"
"p",10.2,"x","","n","f","x","c","w",10.31,12.05,"r","i","w","","","f","f","","h","u"
"p",3.38,"b","w","u","f","a","c","u",5.4,5.39,"","s","u","","","f","f","","l","a"
"p",5.09,"f","k","y","f","p","","n",3.36,5.56,"","k","n","","","t","f","","d","u"
"p",7.6,"x","s","r","t","s","d","r",6.5,17.21,"r","i","w","","","f","f","","d","u"
"e",7.92,"x","","n","t","","","w",10.91,18.69,"b","","w","u","w","t","g","","d","a"
"p",4.7,"x","t","l","f","s","c","g",6.77,8.13,"","y","w","","","t","e","k","m","u"
"e",19.1,"f","y","n","f","","","w",22.56,20.85,"s","","n","","","t","m","","d","u"
"e",6.45,"x","","y","f","e","","w",5.92,13.2,"b","","w","u","y","t","g","","d","a"
"p",11.45,"o","","e","f","f","f","f",2.99,24.91,"","g","n","","","f","f","","d","s"
"e",4.29,"x","d","n","t","p","","y",6.3,11.16,"","","y","","","f","f","","d","a"
"p",2.14,"f","s","o","f","d","","y",2.81,5.35,"","","y","","","f","f","","h","a"
"p",8.67,"x","i","n","f","a","","n",10.34,15.72,"s","","n","","n","f","f","","h","a"
"p",2.4,"b","","g","f","a","","k",7.69,2.14,"","","g","","w","f","f","k","g","a"
"p",7.21,"o","e","y","f","","c","o",1.47,14.13,"","","n","","","f","f","","d","a"
"e",7.5,"x","h","y","t","x","c","y",7.29,16.33,"","","w","","","f","f","","d","u"
"e",8.98,"f","","n","f","x","c","w",8.49,17.83,"","s","w","","","f","f","","d","a"
"e",6.8,"x","y","n","f","e","c","w",5.01,10.28,"","y","n","","","f","f","","d","a"
"p",2.88,"f","w","o","t","d","c","n",3.2,5.61,"","","n","","","f","f","","d","a"
"p",2.28,"b","y","n","f","","c","u",4.49,4.21,"s","s","w","","","f","f","","d","a"
"e",8.04,"x","l","w","f","d","","w",3.69,10.81,"","","w","","","f","f","","d","a"
"p",7.93,"s","h","r","t","d","","g",4.59,12.43,"","t","g","","","f","f","","d","u"
"p",7.35,"s","t","g","t","d","","w",4.46,11.27,"","t","r","","","f","f","","d","u"
"e",4.3,"x","","n","f","x","c","w",8.08,8.64,"b","","n","","w","t","","","d","a"
"e",4.95,"f","g","g","f","a","d","g",6.2,3.5,"","s","g","","","f","f","","d","w"
"p",14.37,"x","t","n","t","d","c","w",5.4,25.21,"","","r","","","f","f","","l","a"
"p",3.44,"b","t","n","f","x","c","p",4.58,3.9,"","i","n","","","f","f","","d","u"
"e",7.67,"p","s","w","f","e","c","p",5.47,13.47,"","","w","","w","t","e","","g","u"
"p",3.39,"b","t","n","f","x","c","p",5.91,3.91,"","i","n","","","f","f","","g","u"
"p",2.97,"x","s","g","f","d","c","w",2.88,7.37,"","","w","","","f","f","","g","u"
"e",8.22,"f","s","n","f","s","c","w",6.68,10.14,"b","i","w","","","f","f","","l","a"
"p",11.13,"x","t","n","f","a","d","w",11.64,28.09,"","","w","","","f","f","","d","u"
"e",48.63,"o","y","y","f","p","","y",6.04,31.49,"","k","n","","","f","f","","d","s"
"e",11.9,"x","s","y","f","x","","n",8.09,25.87,"","","p","","","f","f","","d","a"
"e",11.72,"x","h","n","t","p","","y",9.35,23.35,"","","n","","","f","f","","d","u"
"p",5.82,"b","k","n","f","a","c","y",5.39,6.63,"","i","n","","","t","","","d","a"
"e",7.44,"x","i","n","f","e","c","n",4.87,13.95,"","","w","","","t","l","","w","u"
"p",4.75,"x","y","l","f","s","c","n",6.31,7.24,"","y","w","","","t","e","u","g","u"
"e",9.42,"x","e","l","f","x","c","w",6.58,16.09,"","","w","","","f","f","","d","u"
"p",4.57,"f","l","e","f","x","d","e",5.98,4.84,"","","y","","","f","f","","l","a"
"p",4.55,"x","h","y","f","a","c","y",6.38,8.3,"","g","o","","","f","f","","g","a"
"p",5.48,"f","k","y","f","p","","n",3.51,5.54,"","k","n","","","t","f","","d","u"
"e",4.56,"x","t","n","f","p","","n",4.84,10.08,"","","e","","","f","f","","d","a"
"e",6.28,"p","y","w","f","e","c","k",3.66,9.84,"","","w","","w","t","e","","m","a"
"e",7.52,"s","","n","f","","","w",4.23,22.27,"","","n","","","f","f","","d","a"
"p",3.38,"f","","u","f","a","","w",4.02,6.59,"","","w","","","f","f","","d","a"
"p",13.87,"s","t","n","t","d","c","n",5.54,26.59,"","","r","","","f","f","","d","u"
"p",2.92,"x","d","w","f","a","d","p",3.54,2.7,"","h","w","","","f","f","","g","u"
"p",7.59,"f","d","n","t","d","c","w",6.26,8.77,"","","n","","","f","f","","d","a"
"p",12.23,"x","t","n","t","d","c","n",7.27,14.85,"","","n","","","f","f","","d","u"
"p",6.71,"x","","g","f","d","c","y",5.33,9.95,"b","","n","","","f","f","","d","w"
"p",8.61,"x","g","n","f","e","","w",8.28,13.86,"","y","w","u","w","t","p","","d","u"
"e",1.74,"x","t","n","f","d","","w",7.02,2.27,"","t","y","","","f","f","","g","u"
"e",4.22,"f","t","n","f","d","","o",6.13,7.63,"","t","w","","","f","f","","d","a"
"e",14.07,"x","e","g","f","d","c","w",9.48,25.13,"s","","w","","","f","f","","d","w"
"e",6.29,"f","s","b","f","x","c","w",6.72,10.17,"","s","n","","","f","f","","l","a"
"e",3.2,"f","h","n","f","","c","k",5.84,6.55,"","s","w","","w","f","f","k","d","u"
"e",10.82,"x","t","n","t","p","","y",7.54,22.91,"","","n","","","f","f","","d","a"
"p",6.46,"x","y","y","f","a","c","y",11.9,11.22,"","y","y","","","t","","","d","u"
"p",7.78,"x","e","n","f","a","","n",11.16,14.76,"s","","n","","n","f","f","","d","a"
"p",13.01,"s","t","g","t","d","c","w",4.96,24.26,"","","n","","","f","f","","d","u"
"e",9.11,"f","s","n","f","d","d","w",9.64,16.05,"","i","n","","","t","","w","d","u"
"p",6.18,"b","y","g","f","","","w",8.38,13.12,"","s","w","","","t","z","","d","u"
"e",6.74,"x","s","k","f","a","c","w",4.78,15.25,"","","w","","","f","f","","d","u"
"p",4.67,"x","","e","f","x","","w",4.97,6.93,"","","w","","","f","f","","d","a"
"p",5.86,"x","","y","f","s","d","y",4.78,14.15,"","i","y","","","f","f","","d","a"
"p",6.57,"f","","n","f","d","c","y",5.4,10.93,"b","","n","","","f","f","","l","a"
"p",10.18,"o","","e","f","f","f","f",3.01,24.28,"","g","n","","","f","f","","d","s"
"p",4.31,"x","h","o","f","a","c","n",5.15,6.45,"","y","n","","","t","z","","d","w"
"e",1.04,"p","g","g","f","","","g",2.87,1.58,"","","w","","","f","f","","d","a"
"e",3.36,"x","s","e","f","a","c","e",4.34,6.34,"","","o","","","f","f","","g","a"
"p",3.53,"x","i","e","f","","","e",4.72,6.08,"","","e","","","f","f","n","d","a"
"p",2.32,"b","g","n","f","","c","n",5.11,2.59,"","","n","","","f","f","","m","a"
"e",10.58,"x","y","n","t","e","","p",9.11,16.72,"","y","w","","","t","l","","l","a"
"p",8.38,"f","t","e","f","x","d","w",6.23,17.87,"b","","w","","","f","f","","d","u"
"e",2.65,"f","g","n","f","a","d","g",5.51,3.23,"","s","g","","","f","f","","d","w"
"p",2.31,"x","i","l","f","a","","w",4.21,2.54,"","","w","","","f","f","p","g","a"
"p",2.65,"x","k","n","f","s","","p",3.63,3.05,"","","n","","","f","f","p","g","u"
"p",4.24,"b","t","n","f","x","c","p",6.36,4.92,"","i","g","","","f","f","","g","a"
"p",4.32,"b","s","e","f","e","","k",6.58,7.08,"","","o","","","f","f","","g","a"
"e",9.22,"x","","n","f","s","c","p",6.29,18.09,"b","","u","","","f","f","","g","w"
"e",7.56,"x","s","k","f","a","c","w",4.22,13.32,"","","w","","","f","f","","d","u"
"e",4.18,"f","t","n","f","d","","o",6.16,8.11,"","t","o","","","f","f","","d","a"
"e",12.89,"x","e","y","f","x","c","w",7.99,21.04,"","","w","","","f","f","","d","a"
"p",12.91,"x","t","n","f","a","d","w",13.35,31.69,"","","w","","","f","f","","d","u"
"e",3.86,"x","t","n","f","p","","n",5.04,11.17,"","","n","","","f","f","","d","u"
"e",9.74,"s","","g","f","s","c","b",8.24,19.94,"","","u","","","f","f","","d","w"
"p",1.76,"p","t","n","f","a","c","n",6.09,2.43,"","t","y","","","t","e","","m","s"
"p",5.95,"x","d","e","t","d","c","n",6.65,9.58,"","","e","","","f","f","","d","a"
"p",11.14,"o","","e","f","f","f","f",3.88,24.13,"","g","n","","","f","f","","d","u"
"p",1.03,"x","g","w","f","a","d","w",3,1.51,"","","n","","","f","f","","l","u"
"e",9.93,"p","y","n","t","e","","p",8.56,16.4,"","y","w","","","t","l","","d","a"
"p",2.99,"f","w","p","f","a","","r",5.95,7.5,"","t","y","","","f","f","","m","u"
"e",6.27,"x","","n","f","x","c","w",6.29,15.01,"","s","w","","","f","f","","d","a"
"p",4.95,"f","","y","f","s","d","y",3.81,10.53,"","i","y","","","f","f","","d","a"
"e",15.92,"x","e","n","t","e","","w",9.4,16.91,"","","w","","","t","","","d","a"
"p",7.31,"x","d","e","t","d","c","n",7.07,10.9,"","","n","","","f","f","","d","a"
"e",5.97,"s","","n","f","d","c","w",4.87,8.59,"","s","w","","","f","f","","h","u"
"e",10.98,"s","","w","t","d","c","y",5.22,22.83,"","","w","","","f","f","","d","u"
"p",4.01,"b","s","y","f","","c","y",5.84,5.13,"","","y","u","w","t","z","k","d","w"
"e",6.14,"x","h","n","f","a","d","n",6,5.37,"","t","w","","","t","l","","d","w"
"p",5.18,"x","","y","f","s","d","y",6.58,14.56,"","i","y","","","f","f","","d","a"
"e",3.57,"f","h","n","f","","c","n",4.63,5.53,"","s","w","","w","f","f","k","d","a"
"p",3.61,"b","t","n","f","","","n",8.72,5.57,"","","w","","","t","","k","g","w"
"p",7.64,"b","y","w","f","","","p",12.18,17.01,"","","w","","","f","f","","d","a"
"e",3.84,"f","h","n","f","","c","n",5.83,6.31,"","s","w","","w","f","f","k","d","a"
"e",1.76,"x","t","n","f","d","","w",6.23,2.48,"","t","y","","","f","f","","g","a"
"e",6.59,"x","","w","f","e","","w",5.5,11.99,"b","","w","u","y","t","g","","d","a"
"p",7.37,"x","y","y","f","a","c","n",8.07,9.35,"","y","y","","","t","","","d","a"
"p",4.04,"s","","e","t","d","c","b",5.11,4.52,"","","e","","","f","f","","d","a"
"p",13.09,"f","g","o","f","e","","w",17.14,17.64,"s","y","w","u","w","t","p","","d","a"
"e",6.57,"x","y","n","f","e","c","p",5.92,10.32,"","y","n","","","f","f","","d","u"
"p",8,"x","e","n","f","a","","n",8.44,12.53,"s","","n","","e","f","f","","h","a"
"p",7.5,"p","","n","f","p","","p",8.59,25.98,"c","","n","","","f","f","w","d","u"
